ProdTaken,Age,CityTier,DurationOfPitch,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Salaried,Occupation_Small Business,MaritalStatus_Married,MaritalStatus_Unmarried
0,38.0,3,8.0,1,2,3.0,1,4.0,1.0,0,4,1,1.0,1,22351.0,True,False,True,False,True
0,33.0,1,22.0,0,3,4.0,2,3.0,7.0,0,3,0,2.0,0,25345.0,False,False,True,True,False
0,47.0,1,25.0,0,3,4.0,1,3.0,7.0,0,3,1,1.0,1,29205.0,False,False,True,False,False
0,30.0,1,10.0,1,3,4.0,0,5.0,3.0,1,3,0,2.0,2,23401.0,True,False,True,False,True
1,40.0,1,31.0,1,3,4.0,0,4.0,3.0,1,1,0,1.0,2,22582.0,True,False,True,True,False
0,45.0,3,15.0,1,3,3.0,1,5.0,5.0,1,2,1,0.0,1,25761.0,True,False,True,True,False
0,28.0,1,22.0,1,3,2.0,2,5.0,1.0,0,5,0,2.0,0,20661.0,True,False,True,False,True
0,40.0,1,7.0,1,3,3.0,1,3.0,2.0,0,3,1,1.0,1,28291.0,True,False,True,True,False
0,44.0,1,15.0,1,3,3.0,0,5.0,2.0,1,3,1,0.0,2,17559.0,True,True,False,False,False
0,43.0,1,8.0,0,3,1.0,0,3.0,2.0,0,1,1,2.0,2,17645.0,True,False,True,True,False
0,49.0,1,13.0,1,2,3.0,1,4.0,4.0,0,4,0,1.0,1,25466.0,True,True,False,True,False
0,26.0,1,9.0,0,2,3.0,0,3.0,2.0,0,3,1,1.0,2,17061.0,True,True,False,True,False
1,39.0,3,9.0,0,2,3.0,2,3.0,5.0,1,4,1,1.0,0,20238.0,True,False,True,True,False
0,27.0,3,17.0,1,3,4.0,2,3.0,3.0,0,1,0,1.0,0,23362.0,True,False,True,False,True
0,28.0,1,12.0,1,2,4.0,0,3.0,2.0,1,4,1,1.0,2,17703.0,False,True,False,True,False
0,42.0,1,11.0,1,3,3.0,0,3.0,5.0,0,3,1,0.0,2,17093.0,False,True,False,False,False
1,47.0,3,33.0,0,3,1.0,2,3.0,5.0,1,4,1,2.0,0,21397.0,False,True,False,False,True
0,47.0,1,20.0,1,3,4.0,2,4.0,8.0,0,4,1,1.0,0,24240.0,True,True,False,False,True
0,26.0,3,33.0,0,3,4.0,2,3.0,3.0,0,4,0,1.0,0,24858.0,True,False,True,False,True
0,31.0,1,9.0,0,3,6.0,2,3.0,4.0,0,1,1,1.0,0,24769.0,True,True,False,False,True
0,36.0,2,33.0,0,3,4.0,1,3.0,3.0,1,1,1,1.0,1,27515.0,True,True,False,False,True
1,47.0,1,35.0,1,2,3.0,1,4.0,2.0,1,3,1,0.0,1,26849.0,False,True,False,False,False
0,27.0,1,7.0,0,4,6.0,0,3.0,5.0,0,4,1,1.0,2,23042.0,False,True,False,True,False
0,40.0,1,14.0,0,3,3.0,2,5.0,3.0,1,1,0,0.0,0,21516.0,True,True,False,True,False
0,27.0,3,14.0,0,2,3.0,2,4.0,2.0,0,1,0,1.0,0,21214.0,True,False,True,True,False
0,40.0,1,10.0,1,4,5.0,2,3.0,2.0,0,4,0,3.0,0,21747.0,True,False,True,True,False
0,36.0,1,7.0,0,4,6.0,0,3.0,3.0,0,3,0,2.0,2,21655.0,True,True,False,True,False
0,36.0,3,8.0,1,3,4.0,1,3.0,2.0,0,1,1,1.0,1,22596.0,True,False,True,True,False
1,27.0,1,10.0,1,4,4.0,0,5.0,2.0,0,3,0,2.0,2,21780.0,False,False,False,False,True
0,45.0,1,6.0,1,3,2.0,4,3.0,1.0,0,4,1,2.0,4,34202.0,True,True,False,False,False
0,33.0,3,15.0,0,3,4.0,1,3.0,3.0,0,4,1,2.0,1,27676.0,False,False,True,False,True
0,22.0,1,8.0,1,3,3.0,0,3.0,1.0,0,5,1,2.0,2,17523.0,True,False,False,False,False
0,47.0,1,14.0,0,2,4.0,2,3.0,4.0,0,5,0,1.0,0,23936.0,False,False,True,False,False
0,42.0,1,11.0,1,3,3.0,0,3.0,5.0,0,3,0,1.0,2,17093.0,False,True,False,True,False
0,36.0,1,7.0,1,3,5.0,0,3.0,8.0,0,2,1,2.0,2,20936.0,True,False,True,False,False
1,30.0,1,17.0,0,4,5.0,0,5.0,8.0,1,5,1,1.0,2,21082.0,True,True,False,False,True
0,32.0,3,13.0,1,3,4.0,2,3.0,2.0,0,3,1,2.0,0,20484.0,True,True,False,False,False
0,34.0,1,15.0,0,2,4.0,1,4.0,2.0,0,1,1,0.0,1,23621.0,True,False,True,False,True
0,23.0,1,12.0,1,3,3.0,0,4.0,3.0,1,4,0,1.0,2,21006.0,True,True,False,True,False
0,37.0,3,18.0,0,4,4.0,1,3.0,2.0,0,5,0,1.0,1,28416.0,False,False,False,False,False
0,35.0,1,26.0,0,3,5.0,0,3.0,3.0,0,4,1,2.0,2,21607.0,True,True,False,True,False
0,45.0,1,13.0,1,3,2.0,2,3.0,5.0,0,2,0,2.0,0,21434.0,False,True,False,False,False
0,30.0,1,9.0,1,4,4.0,0,4.0,2.0,0,4,1,1.0,2,21381.0,True,True,False,True,False
0,42.0,1,35.0,0,3,5.0,3,4.0,2.0,0,5,1,2.0,3,32248.0,True,True,False,True,False
0,34.0,1,12.0,0,4,4.0,1,4.0,8.0,0,3,1,3.0,1,30556.0,False,True,False,False,False
1,38.0,1,17.0,1,3,4.0,2,5.0,3.0,0,4,0,1.0,0,22891.0,True,False,True,False,True
1,49.0,3,17.0,0,2,3.0,1,3.0,2.0,0,4,0,1.0,1,22654.0,True,False,True,False,False
1,31.0,3,22.0,1,3,3.0,1,3.0,3.0,0,5,1,0.0,1,23161.0,True,False,True,True,False
0,32.0,1,30.0,1,3,3.0,2,3.0,2.0,0,4,1,0.0,0,20309.0,False,True,False,False,False
0,46.0,1,13.0,1,3,3.0,1,3.0,7.0,0,2,0,2.0,1,25845.0,True,False,True,True,False
0,46.0,1,17.0,1,4,4.0,0,3.0,5.0,0,5,0,3.0,2,21332.0,True,True,False,True,False
0,43.0,3,33.0,0,4,4.0,3,4.0,7.0,0,3,1,3.0,3,32203.0,False,False,True,False,False
0,28.0,3,27.0,0,3,4.0,2,3.0,3.0,0,2,1,2.0,0,28659.0,False,True,False,False,True
1,29.0,1,7.0,1,3,5.0,0,4.0,3.0,0,4,1,1.0,2,21274.0,False,False,True,True,False
0,40.0,1,32.0,0,2,3.0,2,4.0,2.0,0,1,0,1.0,0,20605.0,False,False,True,True,False
0,39.0,1,9.0,1,3,4.0,0,3.0,3.0,1,5,1,1.0,2,20380.0,False,True,False,True,False
0,49.0,1,11.0,1,4,5.0,1,3.0,2.0,0,5,1,1.0,1,29677.0,True,True,False,False,True
1,29.0,3,15.0,0,2,5.0,0,4.0,2.0,0,1,1,1.0,2,17760.0,True,False,True,False,True
0,25.0,1,9.0,0,3,4.0,0,3.0,3.0,1,3,1,2.0,2,22438.0,False,False,False,False,True
0,36.0,1,17.0,0,3,4.0,2,3.0,5.0,1,1,1,1.0,0,24820.0,True,False,True,False,True
0,46.0,2,11.0,0,3,6.0,1,3.0,6.0,0,1,1,2.0,1,28434.0,True,True,False,True,False
1,22.0,3,19.0,0,3,2.0,0,4.0,3.0,0,5,0,2.0,2,21394.0,True,True,False,False,True
0,37.0,1,15.0,0,3,4.0,1,3.0,3.0,0,4,1,2.0,1,28774.0,True,False,False,True,False
0,43.0,1,6.0,0,2,3.0,2,3.0,5.0,0,1,1,1.0,0,20562.0,False,True,False,True,False
0,53.0,3,14.0,1,3,3.0,3,3.0,6.0,0,3,0,2.0,3,26836.0,True,False,True,False,False
0,41.0,1,25.0,1,2,3.0,2,5.0,3.0,0,2,1,0.0,0,18072.0,True,True,False,True,False
0,43.0,3,11.0,1,3,4.0,2,5.0,2.0,0,5,1,2.0,0,23833.0,True,False,True,False,True
1,43.0,1,8.0,1,3,3.0,0,3.0,7.0,1,3,0,0.0,2,25231.0,False,True,False,True,False
0,31.0,1,7.0,1,3,6.0,0,3.0,5.0,0,4,1,1.0,2,22511.0,True,True,False,True,False
0,50.0,3,6.0,0,3,3.0,4,3.0,4.0,0,1,1,0.0,4,34517.0,True,False,True,True,False
1,21.0,3,16.0,0,3,4.0,0,3.0,3.0,1,4,0,1.0,2,21001.0,False,False,True,False,True
0,36.0,1,12.0,1,2,5.0,0,3.0,2.0,0,2,0,0.0,2,17741.0,True,True,False,True,False
0,19.0,1,21.0,0,3,4.0,0,3.0,3.0,0,5,1,1.0,2,20192.0,False,False,True,False,True
0,33.0,3,33.0,1,4,4.0,2,3.0,2.0,0,4,1,2.0,0,23143.0,False,False,True,True,False
0,31.0,1,32.0,1,2,3.0,0,3.0,2.0,0,3,0,1.0,2,17911.0,True,True,False,True,False
1,23.0,1,14.0,1,4,4.0,0,4.0,3.0,1,3,1,1.0,2,21150.0,True,True,False,False,True
0,35.0,1,17.0,1,4,5.0,2,3.0,3.0,0,4,1,2.0,0,23741.0,False,False,False,True,False
0,55.0,1,24.0,0,3,4.0,1,3.0,2.0,0,5,1,1.0,1,29417.0,True,False,False,False,False
0,29.0,1,6.0,1,3,5.0,0,3.0,2.0,0,2,1,0.0,2,17720.0,False,True,False,True,False
0,40.0,1,10.0,0,2,3.0,4,3.0,2.0,0,5,1,1.0,4,34033.0,True,False,True,True,False
1,25.0,1,9.0,1,2,3.0,0,5.0,5.0,0,5,1,0.0,2,16118.0,True,True,False,True,False
0,28.0,1,13.0,0,4,5.0,0,3.0,2.0,0,1,0,2.0,2,20865.0,True,False,True,True,False
0,41.0,1,25.0,1,2,3.0,2,5.0,3.0,0,1,0,0.0,0,18072.0,True,True,False,True,False
0,27.0,1,8.0,1,2,3.0,0,4.0,2.0,0,4,1,1.0,2,17226.0,True,False,False,True,False
0,35.0,1,7.0,1,3,4.0,0,3.0,3.0,0,3,1,1.0,2,21369.0,True,True,False,False,False
0,29.0,3,16.0,1,2,3.0,0,3.0,2.0,0,4,0,0.0,2,17642.0,True,True,False,False,True
0,31.0,1,13.0,0,3,5.0,2,3.0,2.0,0,4,1,2.0,0,23305.0,True,False,False,False,False
0,43.0,1,13.0,0,2,3.0,1,5.0,1.0,0,5,1,0.0,1,24985.0,True,True,False,False,False
0,50.0,1,28.0,1,2,5.0,3,3.0,2.0,1,1,1,1.0,3,29411.0,False,False,True,False,True
0,33.0,1,16.0,0,4,4.0,2,3.0,3.0,1,5,1,3.0,0,25000.0,True,True,False,False,False
0,34.0,1,13.0,0,2,3.0,1,4.0,1.0,0,3,1,0.0,1,26994.0,True,True,False,False,True
0,36.0,3,17.0,0,3,3.0,1,3.0,1.0,0,5,0,2.0,1,24738.0,False,False,False,True,False
0,42.0,1,10.0,1,2,3.0,4,3.0,2.0,0,2,0,1.0,4,34232.0,True,False,False,False,False
1,41.0,3,32.0,1,3,5.0,1,4.0,4.0,1,5,0,2.0,1,27772.0,True,False,True,False,True
0,46.0,1,14.0,1,3,4.0,1,5.0,4.0,0,3,0,1.0,1,28402.0,True,True,False,True,False
0,32.0,3,25.0,1,3,5.0,1,3.0,4.0,0,3,1,2.0,1,24610.0,True,True,False,True,False
0,36.0,1,9.0,0,2,3.0,0,3.0,6.0,0,2,1,0.0,2,17835.0,True,True,False,True,False
0,45.0,1,9.0,0,4,2.0,0,3.0,3.0,0,4,1,3.0,2,20689.0,True,True,False,True,False
0,36.0,1,18.0,1,4,5.0,1,5.0,4.0,1,5,1,2.0,1,28562.0,False,False,True,False,False
0,38.0,1,8.0,0,3,5.0,2,3.0,3.0,0,1,0,1.0,0,25152.0,True,True,False,True,False
0,24.0,1,17.0,1,4,2.0,0,3.0,3.0,0,1,0,2.0,2,22183.0,True,False,True,False,True
0,49.0,1,11.0,1,3,5.0,3,3.0,4.0,0,5,1,2.0,3,33880.0,False,False,True,True,False
0,35.0,2,10.0,1,3,4.0,0,3.0,2.0,0,1,1,1.0,2,22415.0,True,True,False,True,False
0,28.0,1,14.0,0,3,3.0,0,3.0,2.0,0,4,1,1.0,2,18310.0,True,True,False,False,True
0,43.0,2,9.0,1,3,4.0,0,3.0,2.0,1,4,1,2.0,2,21374.0,True,False,False,True,False
0,59.0,1,9.0,1,3,4.0,0,3.0,4.0,0,3,0,1.0,2,17177.0,True,True,False,False,False
0,53.0,1,9.0,1,2,3.0,3,3.0,4.0,1,5,0,0.0,3,32584.0,True,False,True,False,False
0,47.0,1,6.0,0,3,3.0,1,4.0,1.0,0,5,0,0.0,1,26957.0,False,False,True,True,False
1,31.0,3,32.0,1,3,3.0,2,3.0,2.0,1,3,0,1.0,0,20617.0,False,False,True,True,False
0,37.0,1,10.0,0,3,4.0,0,3.0,7.0,0,1,0,2.0,2,21513.0,True,True,False,True,False
0,51.0,1,29.0,1,3,6.0,3,3.0,3.0,1,1,1,2.0,3,33089.0,False,False,True,False,True
1,33.0,1,16.0,0,3,4.0,0,5.0,2.0,0,4,1,1.0,2,22878.0,True,False,True,False,True
0,27.0,3,8.0,1,2,5.0,2,3.0,4.0,0,4,1,1.0,0,20071.0,False,True,False,False,True
0,31.0,1,29.0,1,3,4.0,2,3.0,1.0,0,3,0,1.0,0,20582.0,True,False,True,True,False
0,33.0,3,23.0,1,2,3.0,3,3.0,2.0,0,3,1,1.0,3,32444.0,False,True,False,False,True
0,39.0,1,8.0,0,3,3.0,1,3.0,1.0,0,1,1,2.0,1,25938.0,False,False,False,False,True
0,26.0,1,6.0,0,2,3.0,2,4.0,2.0,0,5,1,1.0,0,21397.0,False,True,False,True,False
0,33.0,3,8.0,1,3,3.0,2,3.0,2.0,0,3,1,1.0,0,20505.0,True,False,True,True,False
1,50.0,3,18.0,0,3,4.0,1,3.0,3.0,0,4,0,2.0,1,26332.0,True,False,True,False,False
0,35.0,2,10.0,1,3,4.0,0,3.0,2.0,0,2,1,2.0,2,22415.0,True,True,False,False,False
0,34.0,1,11.0,0,3,5.0,0,4.0,8.0,0,4,0,2.0,2,21300.0,True,False,True,True,False
0,50.0,1,10.0,1,3,3.0,4,4.0,4.0,0,5,0,1.0,4,34144.0,True,True,False,True,False
0,50.0,1,16.0,1,3,4.0,1,3.0,7.0,0,5,0,2.0,1,25496.0,True,False,False,False,True
0,33.0,1,7.0,1,4,4.0,0,3.0,2.0,0,5,0,1.0,2,20992.0,False,True,False,True,False
0,32.0,1,14.0,1,3,4.0,2,3.0,5.0,0,3,1,1.0,0,24593.0,True,True,False,True,False
0,31.0,1,16.0,1,3,5.0,0,3.0,3.0,0,4,1,2.0,2,20884.0,True,False,True,False,True
0,29.0,1,27.0,0,2,2.0,1,5.0,2.0,0,5,1,1.0,1,24980.0,True,True,False,True,False
0,52.0,1,17.0,0,2,3.0,2,3.0,1.0,0,1,1,0.0,0,18149.0,True,True,False,True,False
0,32.0,3,14.0,1,3,5.0,0,3.0,5.0,0,4,1,2.0,2,21007.0,True,True,False,True,False
0,41.0,3,9.0,0,3,4.0,2,4.0,2.0,0,2,0,2.0,0,24393.0,True,False,True,True,False
0,39.0,3,8.0,1,2,1.0,1,3.0,1.0,0,2,1,1.0,1,22880.0,True,True,False,False,True
0,47.0,2,12.0,1,4,4.0,2,4.0,2.0,1,5,0,2.0,0,23699.0,True,False,True,True,False
0,39.0,1,7.0,0,3,4.0,1,3.0,6.0,1,1,0,2.0,1,26539.0,True,True,False,False,True
0,29.0,1,26.0,1,4,5.0,0,5.0,3.0,0,3,1,3.0,2,21874.0,True,False,True,False,False
0,61.0,3,14.0,1,3,2.0,2,3.0,2.0,1,5,0,1.0,0,23898.0,True,False,True,True,False
0,40.0,1,26.0,1,3,3.0,1,3.0,5.0,0,3,1,1.0,1,25322.0,True,False,False,False,False
0,39.0,1,14.0,1,3,2.0,0,3.0,3.0,0,3,0,1.0,2,21288.0,False,True,False,True,False
0,35.0,3,21.0,0,3,4.0,0,3.0,3.0,1,5,1,1.0,2,21257.0,True,False,False,True,False
0,42.0,3,16.0,1,4,4.0,1,3.0,5.0,1,2,0,2.0,1,26867.0,True,True,False,True,False
0,28.0,1,15.0,1,3,6.0,0,3.0,3.0,0,1,1,2.0,2,23299.0,False,True,False,True,False
0,37.0,1,15.0,0,3,4.0,1,3.0,3.0,0,4,1,1.0,1,28774.0,True,False,False,True,False
0,33.0,3,14.0,1,2,3.0,2,3.0,1.0,0,1,0,0.0,0,22104.0,True,False,True,True,False
0,54.0,1,30.0,0,4,4.0,3,3.0,8.0,0,5,1,2.0,3,32953.0,True,True,False,False,True
0,33.0,1,7.0,1,4,4.0,2,4.0,3.0,0,3,0,1.0,0,24898.0,True,True,False,False,False
0,34.0,1,25.0,1,3,3.0,0,3.0,1.0,0,3,0,0.0,2,17661.0,True,False,True,True,False
1,18.0,1,9.0,1,2,3.0,0,3.0,2.0,0,4,1,0.0,2,16420.0,True,False,True,False,True
0,30.0,1,20.0,1,3,5.0,2,4.0,6.0,1,4,1,1.0,0,22703.0,True,True,False,True,False
0,60.0,2,13.0,1,3,4.0,0,3.0,2.0,0,4,0,1.0,2,20945.0,True,False,True,True,False
0,38.0,1,8.0,0,3,1.0,2,5.0,7.0,1,2,1,2.0,0,20980.0,False,True,False,False,True
0,31.0,1,13.0,1,2,3.0,2,3.0,4.0,0,3,0,1.0,0,20915.0,True,True,False,True,False
0,42.0,3,30.0,1,4,4.0,1,3.0,5.0,1,3,0,3.0,1,25760.0,True,True,False,False,True
0,46.0,3,27.0,0,3,4.0,2,3.0,2.0,0,1,1,1.0,0,23528.0,True,True,False,False,True
0,30.0,1,36.0,1,4,6.0,2,3.0,2.0,0,5,1,3.0,0,25062.0,True,True,False,True,False
1,33.0,1,6.0,1,3,3.0,0,3.0,2.0,1,3,1,0.0,2,17686.0,True,True,False,False,True
0,30.0,3,12.0,1,3,5.0,2,4.0,3.0,1,5,0,1.0,0,22865.0,True,False,True,True,False
0,31.0,1,17.0,0,4,4.0,1,3.0,2.0,0,4,0,1.0,1,28345.0,True,False,True,False,True
1,26.0,3,10.0,1,2,4.0,2,3.0,2.0,1,2,1,1.0,0,20828.0,True,False,True,False,True
0,39.0,1,9.0,1,3,4.0,0,3.0,3.0,1,5,1,2.0,2,20380.0,False,True,False,False,False
0,35.0,1,7.0,1,3,4.0,2,3.0,2.0,0,4,1,1.0,0,24162.0,True,True,False,True,False
0,37.0,3,10.0,1,2,3.0,0,3.0,5.0,0,4,1,0.0,2,17177.0,False,False,True,True,False
0,28.0,3,17.0,0,4,5.0,2,3.0,3.0,1,3,1,3.0,0,24447.0,True,False,True,False,False
0,33.0,3,20.0,1,4,4.0,2,3.0,4.0,0,1,0,3.0,0,23081.0,True,True,False,True,False
1,44.0,1,24.0,1,3,5.0,0,3.0,2.0,1,5,1,2.0,2,21115.0,False,False,False,True,False
0,37.0,1,18.0,1,4,5.0,2,4.0,3.0,0,4,1,2.0,0,25177.0,False,True,False,False,True
0,26.0,1,9.0,1,3,4.0,0,3.0,8.0,1,5,0,1.0,2,22655.0,True,True,False,True,False
0,37.0,1,12.0,0,3,5.0,0,5.0,2.0,1,1,1,2.0,2,22097.0,True,True,False,True,False
1,26.0,1,16.0,1,3,4.0,0,5.0,5.0,0,1,1,1.0,2,20774.0,True,True,False,False,True
1,29.0,1,19.0,0,4,4.0,0,3.0,3.0,1,4,1,1.0,2,21193.0,True,True,False,False,False
0,37.0,1,10.0,1,2,4.0,2,4.0,6.0,0,1,1,1.0,0,23163.0,True,False,False,False,True
0,19.0,1,9.0,0,3,3.0,0,4.0,2.0,0,3,1,2.0,2,16483.0,True,False,True,False,True
0,36.0,3,6.0,1,4,4.0,1,5.0,3.0,0,4,0,1.0,1,27747.0,False,True,False,True,False
0,33.0,1,16.0,0,4,4.0,2,3.0,3.0,1,5,1,3.0,0,25000.0,True,True,False,True,False
0,32.0,3,8.0,0,3,3.0,0,5.0,2.0,0,3,0,1.0,2,17827.0,False,True,False,True,False
0,43.0,3,8.0,1,3,3.0,2,3.0,2.0,0,3,1,2.0,0,20675.0,False,True,False,True,False
0,42.0,1,6.0,0,2,4.0,2,3.0,1.0,1,3,0,1.0,0,21062.0,True,True,False,False,False
0,43.0,1,20.0,1,3,3.0,3,5.0,7.0,0,5,1,1.0,3,32159.0,True,True,False,True,False
0,38.0,1,28.0,1,4,2.0,0,5.0,3.0,1,3,1,1.0,2,22242.0,True,True,False,True,False
1,19.0,1,8.0,1,2,4.0,0,3.0,2.0,0,5,1,0.0,2,16102.0,True,True,False,False,True
0,48.0,3,22.0,0,3,3.0,2,3.0,1.0,0,4,1,0.0,0,21439.0,True,True,False,True,False
0,37.0,1,11.0,1,3,3.0,2,3.0,1.0,0,3,1,2.0,0,21347.0,True,False,True,True,False
1,36.0,1,9.0,0,3,5.0,0,5.0,4.0,1,3,0,1.0,2,22184.0,False,True,False,False,True
0,34.0,1,6.0,1,2,3.0,2,3.0,1.0,0,4,1,0.0,0,20484.0,True,True,False,True,False
0,39.0,1,8.0,0,3,3.0,1,3.0,1.0,0,2,1,1.0,1,25938.0,False,False,False,False,True
1,21.0,3,9.0,0,3,5.0,0,3.0,3.0,0,4,0,2.0,2,20722.0,True,False,True,False,True
0,25.0,1,18.0,0,4,2.0,2,3.0,2.0,0,5,0,2.0,0,22689.0,False,True,False,True,False
0,57.0,1,16.0,0,4,4.0,0,3.0,4.0,0,2,0,1.0,2,21620.0,False,False,True,False,False
0,51.0,1,13.0,1,2,4.0,2,3.0,3.0,0,3,1,1.0,0,21132.0,True,False,True,True,False
0,23.0,1,15.0,1,2,3.0,0,5.0,2.0,0,3,1,0.0,2,17500.0,True,False,True,True,False
0,39.0,1,32.0,0,3,5.0,1,4.0,5.0,0,3,0,2.0,1,30739.0,True,True,False,True,False
1,45.0,1,17.0,1,4,4.0,0,3.0,3.0,1,3,1,1.0,2,21614.0,True,True,False,False,True
1,28.0,1,13.0,1,3,3.0,0,5.0,4.0,1,3,0,2.0,2,21674.0,True,True,False,False,True
0,43.0,3,32.0,1,3,3.0,3,3.0,2.0,1,1,1,0.0,3,31959.0,False,True,False,True,False
0,30.0,1,7.0,1,3,4.0,2,3.0,3.0,0,3,0,1.0,0,22997.0,False,False,False,True,False
0,52.0,1,9.0,1,2,4.0,1,3.0,3.0,1,2,0,0.0,1,22969.0,True,False,True,False,False
0,36.0,1,9.0,0,3,4.0,2,4.0,7.0,0,1,0,1.0,0,23103.0,False,False,True,False,True
0,33.0,3,11.0,0,3,4.0,0,4.0,4.0,0,3,1,2.0,2,22609.0,True,True,False,True,False
0,33.0,3,17.0,1,4,4.0,2,3.0,2.0,0,3,1,2.0,0,23326.0,False,False,True,False,True
0,39.0,3,9.0,1,3,4.0,1,4.0,2.0,0,4,1,1.0,1,26029.0,True,False,True,False,True
1,22.0,3,7.0,0,4,5.0,0,4.0,3.0,1,5,1,3.0,2,20852.0,False,False,False,False,True
0,51.0,3,19.0,0,4,4.0,1,3.0,6.0,0,5,1,3.0,1,27886.0,False,False,True,False,True
0,34.0,1,35.0,1,4,4.0,2,3.0,3.0,1,1,1,1.0,0,23885.0,True,True,False,True,False
1,20.0,3,8.0,0,2,4.0,0,3.0,2.0,0,4,1,0.0,2,17044.0,True,False,True,False,True
0,56.0,1,15.0,1,2,3.0,3,3.0,1.0,0,4,0,0.0,3,26103.0,True,False,True,True,False
0,27.0,1,7.0,0,4,6.0,0,3.0,5.0,0,4,1,3.0,2,23042.0,False,True,False,True,False
0,28.0,1,6.0,1,3,4.0,0,3.0,2.0,0,4,0,1.0,2,16563.0,True,True,False,True,False
0,28.0,1,8.0,1,3,4.0,0,4.0,1.0,0,2,0,2.0,2,18201.0,True,True,False,False,False
0,36.0,3,10.0,1,4,4.0,1,3.0,8.0,0,5,0,2.0,1,26501.0,True,True,False,True,False
0,32.0,3,14.0,1,4,2.0,2,3.0,6.0,0,1,1,2.0,0,25607.0,True,False,False,True,False
0,31.0,3,11.0,1,2,3.0,2,3.0,2.0,0,5,0,1.0,0,23346.0,True,False,False,True,False
1,40.0,1,15.0,1,2,3.0,0,5.0,4.0,0,1,1,1.0,2,17018.0,True,True,False,False,True
0,28.0,1,10.0,1,3,5.0,0,3.0,2.0,0,2,0,1.0,2,20723.0,True,False,True,False,True
0,36.0,3,14.0,1,4,4.0,0,3.0,3.0,0,3,1,1.0,2,21082.0,True,True,False,False,False
0,30.0,1,15.0,1,2,4.0,0,3.0,2.0,0,4,1,1.0,2,17206.0,True,False,True,False,True
0,48.0,1,23.0,1,4,2.0,2,3.0,3.0,1,1,1,1.0,0,23745.0,False,False,True,True,False
0,44.0,1,23.0,1,3,5.0,0,3.0,3.0,0,4,1,1.0,2,17290.0,False,True,False,False,True
0,27.0,1,11.0,1,2,4.0,1,3.0,2.0,1,3,0,0.0,1,27808.0,True,False,False,True,False
0,29.0,1,13.0,0,3,4.0,0,3.0,7.0,0,5,1,0.0,2,17532.0,True,False,True,True,False
0,39.0,1,13.0,0,4,6.0,2,3.0,2.0,1,1,0,3.0,0,24007.0,False,False,True,True,False
0,40.0,1,16.0,0,2,2.0,0,3.0,4.0,1,3,0,1.0,2,17213.0,True,True,False,False,False
0,36.0,1,35.0,1,3,2.0,2,3.0,3.0,0,5,1,1.0,0,22085.0,True,True,False,True,False
0,42.0,3,7.0,1,3,3.0,1,5.0,3.0,0,3,1,2.0,1,27070.0,True,False,True,False,False
0,30.0,3,22.0,1,3,3.0,2,3.0,1.0,0,3,0,2.0,0,20301.0,True,True,False,False,False
0,21.0,3,28.0,1,3,2.0,0,3.0,3.0,0,3,0,1.0,2,21356.0,True,False,True,False,True
0,36.0,3,15.0,0,4,5.0,1,3.0,6.0,1,5,1,3.0,1,29055.0,False,False,True,False,False
0,48.0,1,28.0,0,2,3.0,3,3.0,4.0,0,5,0,0.0,3,32174.0,False,False,True,True,False
1,43.0,1,8.0,0,4,2.0,1,4.0,3.0,0,3,1,1.0,1,21050.0,False,True,False,False,True
0,43.0,1,7.0,0,3,5.0,2,3.0,2.0,1,3,0,1.0,0,24740.0,True,True,False,True,False
0,32.0,3,9.0,0,3,4.0,1,3.0,3.0,1,1,1,1.0,1,28530.0,False,True,False,True,False
0,49.0,1,14.0,1,3,4.0,2,4.0,2.0,0,3,1,2.0,0,20130.0,False,True,False,False,False
0,26.0,1,7.0,0,3,4.0,0,4.0,3.0,0,3,1,1.0,2,20774.0,True,False,True,False,True
1,19.0,3,27.0,1,2,4.0,0,4.0,2.0,1,2,0,1.0,2,17121.0,True,True,False,False,True
0,41.0,3,12.0,0,3,3.0,1,3.0,4.0,1,2,0,1.0,1,28591.0,True,True,False,False,True
0,29.0,1,6.0,1,2,3.0,2,5.0,1.0,0,3,1,0.0,0,20373.0,True,True,False,True,False
0,40.0,3,9.0,1,3,2.0,1,3.0,2.0,0,1,0,1.0,1,26558.0,True,True,False,False,True
0,36.0,1,11.0,1,3,5.0,0,3.0,3.0,0,2,1,1.0,2,21054.0,False,True,False,False,False
1,41.0,3,31.0,0,4,2.0,3,4.0,6.0,1,3,1,1.0,3,31872.0,False,True,False,False,True
0,32.0,1,8.0,1,2,3.0,2,4.0,1.0,0,4,0,1.0,0,20470.0,True,False,True,True,False
1,25.0,1,14.0,0,3,4.0,0,3.0,3.0,1,4,0,1.0,2,21564.0,False,True,False,True,False
0,32.0,3,14.0,0,3,4.0,2,4.0,2.0,1,2,1,0.0,0,20228.0,True,False,False,False,False
0,57.0,1,16.0,1,3,4.0,3,3.0,2.0,0,4,0,1.0,3,29781.0,True,False,True,False,False
0,28.0,3,9.0,1,3,6.0,2,3.0,5.0,0,4,1,2.0,0,23749.0,False,True,False,False,True
0,29.0,2,15.0,1,4,5.0,0,3.0,3.0,0,1,1,1.0,2,23614.0,True,False,True,True,False
